0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953,0,0,0,0,0,943,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,938,0,0,971,969,0,0,898,0,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916,899,0,0,0,949,939,0,886,0,895,933,0,0,0,968,0,0,0,0,0,967,955,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,964,942,890,873,888,0,0,0,0,931,855,863,864,893,0,0,0,929,914,0,0,0,0,0,0,946,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,0,0,965,0,0,0,827,0,0,0,0,0,0,0,844,0,0,922,0,0,0,928,937,915,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,0,0,962,0,0,0,791,793,822,0,887,0,0,0,842,829,0,905,0,958,909,896,913,904,0,973,0
0,0,0,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,0,0,941,912,891,0,790,0,0,0,850,0,0,0,0,819,0,875,869,849,868,881,880,902,0,935,927
0,0,0,926,947,0,972,0,0,0,0,0,0,0,0,961,956,957,0,0,0,0,817,812,866,0,871,877,0,780,789,0,0,846,0,923,0,0,816,777,865,778,808,0,0,857,861,0,903,921
0,0,0,907,0,0,948,960,0,0,0,0,0,0,0,0,925,917,0,0,0,0,0,806,799,858,860,0,0,775,0,774,0,839,834,810,828,0,741,740,728,747,767,0,825,795,0,0,878,851
0,0,0,879,0,0,936,944,920,0,963,0,970,954,0,0,0,911,0,0,0,0,0,0,788,776,836,0,0,746,763,770,771,784,0,792,800,0,0,0,718,0,0,0,0,794,0,0,823,826
0,0,0,870,0,885,840,882,883,0,940,918,0,930,919,0,0,906,0,934,0,0,0,0,755,745,0,0,0,738,0,0,0,0,0,764,0,0,737,710,682,0,713,0,0,781,0,0,783,0
0,910,0,867,0,0,838,0,0,0,0,901,900,0,908,889,894,897,892,859,0,0,0,0,0,716,0,772,720,723,726,0,0,0,0,757,743,0,0,0,660,675,678,0,0,744,762,754,756,0
0,872,0,845,0,0,830,0,0,0,0,854,862,884,848,876,0,874,843,856,0,0,691,685,0,653,0,0,692,0,0,0,0,0,750,0,729,711,0,0,644,0,0,0,0,714,721,749,0,0
0,824,0,841,0,0,818,0,0,0,0,835,853,811,802,0,807,803,820,832,852,0,0,639,0,645,624,665,658,688,0,0,752,730,748,0,698,705,697,616,643,635,654,677,699,702,0,0,0,0
0,815,0,837,809,801,814,0,0,0,0,796,798,0,797,787,786,785,0,0,813,0,0,638,604,0,595,598,600,634,664,0,690,706,0,680,667,0,0,602,608,615,0,629,669,0,0,0,735,0
0,805,782,734,779,732,742,751,804,831,0,773,0,0,0,769,0,765,0,768,766,0,0,0,577,579,587,0,0,0,0,0,662,657,673,0,605,636,0,572,0,565,545,563,0,0,0,707,725,0
0,719,0,701,708,731,0,0,0,0,0,758,0,759,727,753,0,722,761,760,736,0,0,0,568,0,0,0,0,0,0,648,630,646,0,0,590,0,562,479,557,0,514,0,0,0,0,681,0,655
709,663,696,683,687,0,0,0,0,684,739,733,0,0,724,0,0,703,686,671,712,0,0,0,556,555,551,564,0,0,0,0,625,628,0,0,581,0,0,466,461,509,476,0,0,0,668,632,617,649
650,621,0,676,0,0,0,693,674,659,652,700,695,704,715,717,0,0,0,661,640,0,0,0,0,0,532,0,0,0,0,0,619,0,0,0,567,0,0,0,456,0,468,0,0,0,0,0,611,0
0,546,620,642,0,679,0,0,612,610,613,647,689,694,0,0,0,672,651,601,588,594,0,0,542,0,530,0,0,0,623,0,618,607,622,560,554,0,0,0,429,432,450,0,0,0,0,0,592,609
533,524,0,0,637,656,0,0,0,606,574,593,596,0,0,670,0,0,585,0,537,531,534,0,538,523,526,0,0,0,599,0,0,597,549,496,515,521,0,428,423,0,0,0,0,569,626,0,591,553
511,503,0,603,558,631,627,0,0,570,539,0,0,0,0,666,0,0,576,0,0,517,0,0,518,510,0,0,0,0,589,0,0,0,0,448,0,0,0,410,404,0,0,449,433,550,0,0,0,541
0,498,0,0,547,529,525,0,566,528,527,0,0,0,0,641,633,0,502,500,491,485,486,0,0,480,506,0,0,0,586,0,0,0,0,439,0,0,0,391,390,0,0,0,416,0,544,552,0,522
0,490,0,535,508,0,499,0,0,0,520,516,559,548,0,614,582,0,0,0,478,477,0,0,0,467,0,504,0,0,584,0,0,474,0,420,0,0,0,0,386,0,0,0,406,0,543,536,512,497
455,445,453,472,488,489,484,0,0,501,0,507,0,540,0,571,573,487,473,0,0,462,436,427,413,442,0,475,0,0,583,0,0,470,0,409,369,482,0,0,383,0,388,0,397,0,495,0,0,492
0,441,435,0,0,0,463,451,443,465,0,505,0,513,460,519,0,0,469,0,0,0,0,0,359,0,0,471,0,575,578,580,452,421,402,0,358,0,0,0,366,354,352,0,395,0,457,464,0,424
0,0,422,411,438,444,0,401,400,418,458,493,0,0,459,440,0,0,431,415,0,0,0,0,340,0,379,384,408,494,561,426,0,0,372,0,317,356,373,0,0,0,335,343,377,382,447,454,0,419
437,0,405,385,0,0,0,0,378,0,0,0,483,0,0,425,417,430,0,414,0,0,403,0,329,327,363,374,0,0,362,394,376,350,365,309,279,300,0,0,0,0,318,322,0,353,0,0,0,407
392,347,364,380,0,0,0,357,351,0,370,446,481,0,0,0,412,393,398,389,348,368,332,320,0,315,325,328,0,0,345,0,319,296,289,262,271,0,0,0,0,0,310,0,0,313,0,0,0,381
